code_name,barrier,Ir_Partial charge,Ir_Atom SASA,Ir_Buried volume,Ir_Atom H bond H2O,Ir_Fukui+,Ir_Fukui-,Ir_Atom electrophilicity,Ir_Fukui_rad,Ir_Fukui dual,Ir_Atom dipole moment,Ir_Coord. numbers,Ir_Atom Polarizability,Ir_Atom FOD,Ir_Atom dispersion,Ir_Pyramidalization,Ir_Pyramidaliz. volume,HOMO-LUMO gap,HOMO,LUMO,IP,EA,Dipole module,SASA,G solv. in H2O,G of H-bonds H2O,Fermi-level,Polarizability,Total FOD,Hardness,Softness,Dispersion area,Dispersion volume,Chem. potential,Electrophilicity,Electrofugality,Nucleofugality,S0-T1 gap
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1,11.9,-0.0963,7.6392,70.0478,0,0.0288,0.1186,0.0249,0.0738,-0.0898,0.8626,3.5827,32.0252,0.2743,34.2878,0.0005,1.202,6.8596,-7.0889,-0.2294,6.5814,-0.1673,2.6062,444.5021,-13.5683,-1.8946,-7.9726,188.2143,0.6811,6.7487,0.1482,314.1909,306.0262,-3.2071,0.762,7.3434,0.9293,59.6095
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1,11,-0.1268,10.752,69.1697,0,0.0555,0.1333,0.0257,0.0944,-0.0778,0.7928,3.5578,32.1017,0.2473,33.8134,0.0106,0.1255,7.5908,-6.4378,1.153,5.8663,-1.3521,5.6793,466.6442,-20.0081,-2.2868,-7.0941,187.3505,0.5402,7.2184,0.1386,337.192,325.085,-2.2571,0.3529,6.2192,1.7049,65.8656
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-co_1_dft-oh_1_smi1_1_s_1,18.2,0.1212,18.0754,64.4368,0,0.0958,0.1871,0.0402,0.142,-0.0913,1.1717,3.4501,31.9746,0.242,31.4228,0.0185,0.3018,7.7849,-6.389,1.3959,6.2158,-1.4141,6.5595,417.4019,-15.7337,-4.1827,-7.0215,167.3561,0.4999,7.6299,0.1311,290.9211,279.6085,-2.4008,0.3777,6.5935,1.7918,65.7987
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-iacn_1_chloride_1_smi1_1_s_1,14,0.0708,7.1183,68.7292,0,0.025,0.1355,0.0253,0.08,-0.1105,0.4951,3.512,31.9935,0.3973,32.6138,0.003,0.0366,6.0089,-5.7796,0.2293,5.8749,-0.2011,4.9206,476.6281,-21.1492,-2.09,-7.4265,185.4733,0.9555,6.076,0.1646,325.8124,309.6949,-2.8369,0.6623,6.5372,0.8633,50.1443
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,6.5,-0.0938,8.3143,72.3882,0,0.0112,0.1218,0.0192,0.0666,-0.1106,0.6895,3.5913,32.1574,0.3551,37.2114,0.0259,0.3414,7.0817,-6.2267,0.855,5.5596,-0.1098,3.7854,633.7966,-19.9785,-4.2254,-7.1434,340.0627,1.0042,5.6694,0.1764,479.8284,504.559,-2.7249,0.6549,6.2145,0.7646,53.1918
ir_tbp_1_dft-iz_1_dft-py_1_dft-iacn_1_chloride_1_smi1_1_s_1,12.9,0.074,12.5599,67.55,0,0.027,0.143,0.0255,0.085,-0.116,0.5149,3.503,32.008,0.3935,31.7203,0.0015,0.0209,5.7924,-5.4226,0.3697,5.6463,-0.4882,4.2376,468.8726,-25.48,-3.04,-7.168,189.1628,0.9297,6.1345,0.163,317.7396,302.113,-2.5791,0.5421,6.1884,1.0303,51.81
ir_tbp_1_dft-phos_1_dft-py_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,12,0.0117,12.1047,69.4236,0,0.0298,0.1191,0.0282,0.0744,-0.0893,1.0267,3.731,32.4812,0.4118,32.4429,0.1233,3.7744,6.9747,-6.8964,0.0783,6.2921,0.4843,5.484,476.4273,-24.9866,-4.8372,-8.0432,209.3289,1.0637,5.8077,0.1722,328.7304,320.7966,-3.3882,0.9883,7.2804,0.504,42.34
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,9.7,0.0508,0.2531,73.2395,0,0.0358,0.155,0.0318,0.0953,-0.1193,0.5661,3.6453,32.7468,0.4972,36.2024,0.0223,0.6202,5.7289,-6.2843,-0.5555,5.6361,-0.1421,10.012,521.8048,-26.0031,-2.3315,-7.3842,209.4894,1.1814,5.7782,0.1731,363.8819,344.6086,-2.747,0.653,6.2891,0.7951,38.5496
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,5,-0.2821,12.3154,70.0527,0,0.198,0.1629,0.0575,0.1809,0.0351,0.159,3.782,32.4922,0.2493,36.2854,0.0001,0.0296,7.9001,-7.2621,0.638,5.7936,-1.3687,8.2544,491.3988,-17.117,-2.1719,-6.6916,211.7874,0.4789,7.1623,0.1396,374.7173,360.4396,-2.2124,0.3417,6.1353,1.7104,59.1086
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,7.6,-0.0026,1.3934,78.0009,0,0.0801,0.1387,0.0379,0.1095,-0.0586,0.8693,3.4033,32.2762,0.2671,37.0305,0.0092,0.665,8.5514,-7.5455,1.0059,6.4856,-0.8474,3.2548,477.9167,-15.2089,-2.0361,-7.6722,211.4107,0.6436,7.333,0.1364,363.4191,382.5936,-2.8191,0.5429,7.0285,1.3903,48.2246
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_chloride_1_smi1_1_s_1,6.5,-0.2789,1.191,78.0443,0,0.1395,0.0947,0.0417,0.1171,0.0448,0.4298,3.6886,32.217,0.1816,41.3737,0.0249,1.8708,8.8144,-7.9192,0.8952,6.3748,-1.2647,1.4559,538.6626,-10.7933,-1.4837,-7.1953,259.94,0.3491,7.6395,0.1309,423.978,454.8265,-2.555,0.4273,6.802,1.692,69.0389
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-co_1_dft-oh_1_smi1_1_s_1,17.3,0.1236,9.3337,69.02,0,0.0227,0.1441,0.0267,0.0833,-0.1214,1.1478,3.436,31.9214,0.3199,35.5205,0.0221,0.3246,7.7653,-6.794,0.9714,6.3496,0.0589,4.5873,634.8523,-9.3518,-2.6591,-7.6249,316.9517,0.7514,6.2907,0.159,471.6236,489.0277,-3.2043,0.8161,7.1657,0.7572,60.665
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-co_1_dft-icn_1_smi1_1_s_1,19,0.1939,3.5713,71.4867,0,0.0496,0.142,0.0392,0.0956,-0.0924,0.7715,3.5548,32.2914,0.379,34.5294,0.0523,1.3461,6.1168,-6.942,-0.8252,6.5543,0.3971,5.3215,488.0948,-19.3655,-2.7762,-8.2208,198.0818,0.962,6.1571,0.1624,337.3575,323.0334,-3.4757,0.981,7.5353,0.5839,44.1314
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-co_1_dft-icn_1_smi1_1_s_1,19.4,0.0795,16.5952,68.1746,0,0.102,0.124,0.0572,0.113,-0.022,1.013,3.4335,32.0485,0.3015,32.466,0.0081,2.0588,7.5613,-7.4415,0.1199,6.917,0.2299,4.5472,454.2521,-12.8649,-1.9549,-8.2415,194.9135,0.6856,6.6872,0.1496,313.4966,316.3634,-3.5734,0.9548,7.8718,0.7249,54.7943
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1,15,0.1273,1.6886,70.54,0,0.1011,0.1585,0.0324,0.1295,-0.0575,0.9706,3.5205,32.1905,0.2072,35.877,0.0017,1.3416,8.9438,-6.7539,2.19,6.09,-1.8664,3.5483,471.4236,-20.5071,-3.3789,-6.6535,187.2075,0.4325,7.9564,0.1257,344.1134,330.604,-2.1118,0.2803,6.3702,2.1467,68.8888
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,16.4,0.2033,13.5404,68.5963,0,0.1163,0.1935,0.0468,0.155,-0.0772,0.7051,3.3422,32.0249,0.2463,31.098,0.0163,1.1886,7.7334,-6.4292,1.3041,6.5186,-1.3493,3.6113,423.7681,-20.706,-3.7924,-7.2639,165.079,0.5074,7.8679,0.1271,287.6435,283.1065,-2.5846,0.4245,6.9431,1.7739,68.0339
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-co_1_dft-cn_1_smi1_1_s_1,12.9,0.1197,4.07,69.27,0,0.025,0.148,0.0306,0.087,-0.123,0.0162,3.61,32.363,0.4964,32.3367,0.0015,0.0232,5.8449,-6.993,-1.1481,6.9248,1.424,5.4055,450.8293,-18.15,-2.01,-8.696,178.7176,1.4291,5.5008,0.1818,296.5059,281.3328,-4.1744,1.5839,8.5087,0.1599,35.96
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,19.8,0.0433,15.4082,66.5535,0,0.031,0.1212,0.0303,0.076,-0.0902,0.97,3.646,32.1898,0.4588,33.0638,0.0086,2.141,5.9026,-6.8954,-0.9928,6.3374,0.8164,9.7194,519.7702,-23.3011,-2.6303,-8.2954,220.5358,1.209,5.521,0.1811,358.2579,343.0597,-3.5769,1.1587,7.4961,0.3423,39.8281
ir_tbp_1_dft-iz_1_dft-sime_1_dft-co_1_dft-icn_1_smi1_1_s_1,23.2,0.1948,5.8608,70.3868,0,0.0569,0.179,0.0329,0.1179,-0.1221,0.7373,3.4981,32.431,0.2765,33.5047,0.0118,1.2931,8.1387,-6.3657,1.7731,6.0833,-1.1754,2.7004,484.6417,-23.3395,-4.0341,-6.9735,189.8047,0.5939,7.2587,0.1378,335.9675,321.7871,-2.454,0.4148,6.4981,1.5902,64.3507
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-no2_1_smi1_1_s_1,11.7,0.1025,0.4426,75.343,0,0.0305,0.1548,0.0304,0.0925,-0.1242,0.7425,3.5505,32.4927,0.3584,34.9586,0.0147,0.4609,6.8974,-6.6885,0.2089,6.0979,-0.0555,1.5612,473.5599,-21.3087,-2.8073,-7.6676,198.51,0.9772,6.1534,0.1625,332.7477,326.5662,-3.0212,0.7417,6.8396,0.7972,39.0818
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-iacn_1_chloride_1_smi1_1_s_1,9.4,-0.2992,8.88,72.4559,0,0.0169,0.0921,0.0189,0.0543,-0.0752,0.3961,3.6911,32.2359,0.3931,38.9128,0.034,0.4049,7.0048,-6.9902,0.0146,5.9197,0.4669,5.6872,691.1198,-17.4539,-1.5633,-7.6624,374.0729,1.0322,5.4528,0.1834,527.7732,555.9229,-3.1933,0.9351,6.8547,0.4682,49.3068
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,8.7,-0.2366,6.792,72.9476,0,0.0813,0.1253,0.0435,0.1033,-0.044,0.1956,3.784,32.6566,0.4134,37.5747,0.0088,0.2963,7.0112,-7.207,-0.1958,5.5884,-0.1852,5.5526,556.4299,-8.9595,-1.2923,-7.2978,262.3022,0.927,5.7736,0.1732,419.6438,429.0401,-2.7016,0.6321,6.2205,0.8172,43.4271
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,11,-0.1534,5.0298,74.1364,0,0.027,0.1302,0.0261,0.0782,-0.1032,0.4648,3.7043,32.162,0.3226,40.8359,0.0221,0.7882,7.7432,-7.435,0.3083,6.018,-0.0265,6.0434,673.4869,-21.6327,-4.1919,-7.4615,358.0807,0.767,6.0445,0.1655,532.552,550.2635,-2.9957,0.7424,6.7603,0.7689,58.2104
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,10,-0.1548,5.9591,73.1795,0,0.1749,0.135,0.0521,0.1547,0.0399,0.468,3.7026,32.1644,0.2189,38.5693,0.0146,0.3302,7.8169,-7.5081,0.3088,6.1053,-1.3119,6.6011,522.9518,-21.5061,-4.4051,-7.0615,239.6969,0.4077,7.4172,0.1348,405.142,413.7688,-2.3967,0.3872,6.4926,1.6991,63.142
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,11.8,-0.1846,4.763,73.9675,0,0.0171,0.1368,0.0234,0.0773,-0.1196,0.4338,3.7026,32.2256,0.3306,41.2214,0.0272,1.4152,7.6765,-7.2039,0.4726,5.7504,-0.1102,7.5617,695.53,-20.3201,-2.5335,-7.2917,369.9865,0.7867,5.8606,0.1706,555.1014,573.6658,-2.8201,0.6785,6.4289,0.7887,59.0922
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,7.5,-0.029,4.8207,73.5855,0,0.0106,0.1576,0.023,0.0838,-0.147,0.5849,3.6398,32.5204,0.442,37.5232,0.0166,1.1545,7.2879,-6.404,0.8839,5.325,-0.235,4.6147,649.4109,-17.983,-3.8836,-6.8948,339.0518,1.072,5.5601,0.1799,493.2097,508.3446,-2.545,0.5825,5.9075,0.8175,50.6849
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-co_1_bromide_1_smi1_1_s_1,15,0.0554,3.82,70.35,0,0.022,0.114,0.0251,0.068,-0.092,0.1805,3.557,31.99,0.4053,33.4694,0.0006,0.0098,5.6336,-6.8406,-1.207,6.9596,1.4914,3.3434,442.3807,-14.81,-2.42,-8.8548,183.9995,1.4018,5.4682,0.1829,294.3203,284.8621,-4.2255,1.6326,8.5922,0.1412,36.51
ir_tbp_1_dft-pet3_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,3.6,-0.0647,1.6185,74.1894,0,0.0421,0.1625,0.0329,0.102,-0.1204,0.7018,3.688,32.5597,0.393,37.091,0.0147,1.7759,6.9012,-6.9749,-0.0737,5.8772,-0.4151,7.7924,511.3828,-20.9026,-3.4713,-7.4307,228.7155,0.9053,6.2923,0.1589,377.3382,382.4365,-2.731,0.5927,6.4699,1.0078,50.0624
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,5.2,-0.3403,5.0613,74.7732,0,0.0157,0.1042,0.0185,0.06,-0.0884,0.2226,3.7322,32.2474,0.3353,41.6346,0.0651,0.7074,7.2553,-6.7513,0.504,5.4527,-0.1267,5.3161,684.5564,-12.9108,-1.8096,-7.2046,371.5493,0.9152,5.5794,0.1793,544.0093,570.5929,-2.663,0.6356,6.0883,0.7622,53.6641
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,14.7,-0.0581,6.5081,72.5237,0,0.0061,0.1462,0.0202,0.0761,-0.1401,0.8487,3.5799,32.0919,0.3369,39.0698,0.0123,0.7061,7.5081,-6.8764,0.6317,5.6223,-0.2507,4.9657,671.4406,-19.4341,-2.2598,-7.082,347.8628,0.8064,5.873,0.1703,526.505,542.4956,-2.6858,0.6141,6.2364,0.8648,58.9197
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,13.7,-0.1031,13.8398,66.89,0,0.154,0.176,0.0348,0.165,-0.022,0.6557,3.611,32.129,0.1935,35.0341,0.0228,0.4044,7.7903,-6.5898,1.2005,5.5285,-2.2125,4.3465,486.0909,-13.13,-2.72,-6.2323,203.2826,0.3576,7.741,0.1292,367.0863,352.8222,-1.658,0.1776,5.7061,2.3901,67.82
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-co_1_fluoride_1_smi1_1_s_1,15.1,-0.0149,4.2464,71.7042,0,0.1593,0.1426,0.0455,0.151,0.0168,0.9394,3.584,32.0559,0.1708,36.5811,0.0037,1.2372,8.736,-7.5221,1.2139,6.4436,-1.6458,0.7731,488.6242,-14.2518,-2.3698,-6.9372,213.1611,0.3242,8.0893,0.1236,372.3395,377.057,-2.3989,0.3557,6.7993,2.0015,69.9395
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_dft-oh_1_smi1_1_s_1,13.8,-0.0559,2.2908,75.3851,0,0.1438,0.1516,0.0414,0.1477,-0.0078,0.7875,3.6169,32.1907,0.1806,39.5288,0.004,0.198,8.5996,-7.585,1.0145,6.1781,-1.7199,2.0139,538.785,-9.6104,-2.0431,-6.7529,252.5196,0.3363,7.898,0.1266,422.662,449.1077,-2.2291,0.3146,6.4927,2.0345,69.147
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,20.3,0.2372,18.6974,64.9791,0,0.0581,0.1756,0.0421,0.117,-0.1174,0.674,3.4583,32.0697,0.2961,30.1911,0.0191,1.0098,7.8234,-6.4962,1.3273,6.836,-0.2041,4.782,434.6278,-17.6798,-3.0669,-7.8813,158.2809,0.6844,7.0401,0.142,290.4823,275.5165,-3.3159,0.781,7.6169,0.9851,59.2995
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_bromide_1_smi1_1_s_1,10.5,0.0237,7.8399,71.15,0,0.081,0.162,0.0394,0.122,-0.081,0.3279,3.326,31.951,0.2746,32.4857,0.0056,0.1262,7.4828,-6.363,1.1197,6.6426,-1.009,2.1592,409.6491,-12.91,-2.5,-7.6708,161.5994,0.6326,7.6516,0.1307,283.0066,283.7109,-2.8168,0.5185,7.1611,1.5275,63.41
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,6.1,-0.0839,3.2519,76.5429,0,0.0244,0.1635,0.0286,0.094,-0.1391,0.6891,3.4484,32.4676,0.4239,39.1501,0.0328,1.2551,7.4748,-6.9474,0.5274,5.5883,-0.209,8.7564,651.6556,-18.1182,-1.5832,-7.0783,345.1675,0.9644,5.7973,0.1725,511.5675,541.8626,-2.6896,0.6239,6.2122,0.833,53.4837
ir_tbp_1_dft-pyz_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1,16.4,0.0981,3.85,69.61,0,0.02,0.116,0.024,0.068,-0.096,0.5206,3.535,31.899,0.3889,32.8287,0.0024,0.029,5.7991,-6.7027,-0.9037,6.8331,0.9915,3.5944,442.9602,-15.9,-1.68,-8.4742,181.9726,1.1345,5.8416,0.1712,295.2654,284.3256,-3.9123,1.3101,8.1432,0.3186,42.79
ir_tbp_1_dft-py_1_dft-py_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,19.4,0.1997,7.3899,68.07,0,0.03,0.153,0.0317,0.091,-0.123,0.5214,3.56,32.128,0.4869,32.7987,0.0383,1.4238,6.1811,-6.1524,0.0286,5.8264,0.3366,7.9109,520.9213,-22.44,-2.58,-7.6224,208.7771,1.1706,5.4898,0.1822,355.1259,334.4425,-3.0815,0.8648,6.6912,0.5282,41.45
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,8.2,-0.0361,2.5003,76.9096,0,0.027,0.1554,0.029,0.0914,-0.1284,0.6881,3.4673,32.3841,0.3591,38.7706,0.0205,1.7198,7.8798,-7.3278,0.552,5.9938,-0.1458,0.2943,634.273,-8.4567,-1.3349,-7.295,334.2041,0.8489,6.1396,0.1629,490.9062,517.9968,-2.924,0.6963,6.6901,0.8421,56.8029
ir_tbp_1_dft-phos_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,10,-0.0431,4.9598,74.176,0,0.0475,0.1228,0.0317,0.0851,-0.0753,0.5904,3.7454,32.6539,0.3669,35.6039,0.0145,2.6693,7.1404,-6.7618,0.3786,5.8768,-0.1798,5.9291,499.9352,-30.0141,-4.9215,-7.4722,220.0139,0.9591,6.0566,0.1651,361.9554,357.537,-2.8485,0.6699,6.5466,0.8496,43.166
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-hicn_1_chloride_1_smi1_1_s_1,13.3,0.0662,1.3569,73.7177,0,0.0337,0.1154,0.0271,0.0749,-0.0817,0.6987,3.5638,32.113,0.4033,35.7872,0.0059,0.0663,5.7902,-6.3881,-0.598,6.0509,-0.0198,5.7489,472.5081,-26.3392,-3.8028,-7.7469,197.0988,1.0198,6.0707,0.1647,339.4706,329.7754,-3.0156,0.749,6.7999,0.7688,42.9707
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,13.3,0.1172,1.0816,75.5095,0,0.0124,0.1469,0.0221,0.0798,-0.1346,0.9274,3.5228,32.1585,0.3675,40.7643,0.0216,0.9381,7.3543,-6.4784,0.8759,5.5745,-0.3558,3.8146,680.6767,-24.4246,-3.9928,-6.9586,344.9207,0.8807,5.9303,0.1686,524.3927,539.8372,-2.6093,0.5741,6.1486,0.9299,55.215
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,4.2,-0.2637,0.1631,80.0747,0,0.0237,0.1473,0.0272,0.0856,-0.1236,0.1534,3.7878,32.6899,0.3814,45.3377,0.0345,2.3705,7.9849,-7.7168,0.2681,5.6336,-0.0499,8.3208,722.1975,-18.0544,-1.7412,-7.1878,395.7426,0.9031,5.6834,0.1759,589.0235,627.1813,-2.7918,0.6859,6.3194,0.7357,52.7874
ir_tbp_1_dft-pph3_1_dft-py_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,6.1,-0.0394,1.8132,75.0312,0,0.0102,0.144,0.0222,0.0773,-0.1338,0.6882,3.694,32.4637,0.492,39.4939,0.0305,1.0233,6.7382,-6.7161,0.0221,5.5472,0.2232,4.0613,670.4014,-12.7791,-2.7055,-7.3548,352.4658,1.2337,5.324,0.1878,513.8095,528.166,-2.8852,0.7818,6.329,0.5586,45.1573
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-co_1_dft-sh_1_smi1_1_s_1,6.2,-0.289,0.872,80.2629,0,0.0027,0.0854,0.0114,0.0438,-0.0826,0.2025,3.7457,32.2661,0.3204,46.2719,0.0394,0.6626,7.8982,-7.6304,0.2677,5.9477,0.5805,1.582,843.547,-9.0425,-1.4286,-7.6666,504.2176,1.0565,5.3673,0.1863,673.3872,734.0426,-3.2641,0.9926,6.9403,0.4122,52.842
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,5.7,0.0712,15.639,68.7099,0,0.119,0.2032,0.0371,0.161,-0.0842,0.128,3.3634,32.4669,0.3467,31.2228,0.0261,0.9801,7.3415,-5.6382,1.7033,5.3445,-1.8141,7.8287,443.2416,-24.3423,-3.0517,-6.4619,176.6212,0.7247,7.1586,0.1397,309.1581,304.0063,-1.7652,0.2176,5.5621,2.0318,58.0418
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-iacn_1_chloride_1_smi1_1_s_1,15,0.0871,3.73,69.82,0,0.027,0.108,0.0275,0.068,-0.081,0.4231,3.58,31.872,0.4919,33.5375,0.0002,0.0028,5.4322,-6.4633,-1.0311,6.3403,0.9531,7.9802,479.702,-25.7,-2.13,-8.2608,193.6463,1.4134,5.3872,0.1856,324.7215,309.0195,-3.6467,1.2343,7.5746,0.2812,34.88
ir_tbp_1_dft-pyz_1_dft-py_1_dft-co_1_iodide_1_smi1_1_s_1,10.8,0.0103,3.42,71.66,0,0.021,0.14,0.0268,0.08,-0.119,0.2704,3.58,32.277,0.4228,34.4109,0.0014,0.0324,5.5567,-6.4338,-0.877,6.7724,1.1518,4.8582,457.4717,-12.98,-2.54,-8.5536,200.7134,1.2443,5.6206,0.1779,309.8367,302.9243,-3.9621,1.3965,8.1689,0.2447,40.22
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-co_1_fluoride_1_smi1_1_s_1,15.2,-0.0344,7.4856,71.2979,0,0.177,0.1474,0.0493,0.1619,0.0296,0.9281,3.5696,31.9089,0.1689,36.6183,0.0193,0.4968,8.3321,-7.282,1.0501,6.4897,-1.6559,0.957,497.2982,-10.4145,-2.1634,-7.0147,217.3941,0.312,8.1457,0.1227,377.6484,381.2047,-2.4169,0.3586,6.8483,2.0145,72.0476
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-co_1_dft-no2_1_smi1_1_s_1,7.4,-0.0037,4.4241,75.5946,0,0.047,0.153,0.0314,0.1,-0.106,0.7971,3.5875,32.3885,0.2731,34.8278,0.0237,2.8142,8.7038,-7.2007,1.5032,6.333,-0.7163,3.3176,481.7833,-21.2781,-3.7437,-7.4361,211.7653,0.6908,7.0493,0.1418,353.2433,361.4167,-2.8084,0.5594,6.8924,1.2757,48.5718
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-hicn_1_bromide_1_smi1_1_s_1,10.2,0.0149,2.7037,73.0106,0,0.0604,0.1516,0.0311,0.106,-0.0913,0.4854,3.523,32.3316,0.3287,35.1124,0.0091,0.1414,7.6879,-5.9531,1.7348,5.7761,-1.0692,4.5868,468.7322,-22.0036,-4.4527,-7.0439,190.8048,0.7676,6.8453,0.1461,337.9997,329.1429,-2.3534,0.4046,6.1806,1.4738,55.3721
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-hicn_1_chloride_1_smi1_1_s_1,10.5,0.0486,0.5093,75.8418,0,0.1191,0.1457,0.0308,0.1323,-0.0267,0.741,3.3475,32.0632,0.2755,36.2189,0.0115,0.1577,8.0411,-6.2437,1.7974,5.7584,-2.0406,4.3063,454.8794,-22.3597,-3.2298,-6.4682,187.6983,0.5301,7.7991,0.1282,334.512,334.605,-1.8589,0.2215,5.98,2.2622,63.7863
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-iacn_1_chloride_1_smi1_1_s_1,13.3,-0.1692,1.4457,74.4953,0,0.0832,0.1332,0.024,0.1087,-0.05,0.4841,3.6271,32.39,0.2223,38.3446,0.0023,0.025,8.557,-6.5587,1.9982,5.4616,-1.9891,5.735,512.6001,-20.0619,-1.9067,-6.3114,215.5002,0.455,7.4507,0.1342,385.9043,374.6564,-1.7362,0.2023,5.6639,2.1914,68.7353
ir_tbp_1_dft-py_1_dft-sime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,11.4,0.085,0.6747,73.5239,0,0.0313,0.156,0.0254,0.0936,-0.1247,0.527,3.6384,32.7454,0.4702,36.5039,0.031,1.041,6.262,-5.8492,0.4129,4.9648,-0.8348,4.8723,540.6396,-13.7186,-1.5863,-6.7332,220.3278,1.0714,5.7997,0.1724,387.7852,369.7784,-2.065,0.3676,5.3325,1.2025,44.5497
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,7,-0.1492,1.3052,74.9863,0,0.0261,0.1104,0.024,0.0681,-0.0843,0.7533,3.684,32.2091,0.3859,38.3033,0.0164,0.2181,5.8001,-6.7112,-0.9111,5.6944,0.1063,7.3374,527.7127,-18.4887,-1.8171,-7.7533,242.5428,1.1123,5.5881,0.1789,395.0017,404.4399,-2.9003,0.7527,6.447,0.6464,37.2988
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,4.3,-0.2424,2.6554,74.785,0,0.1784,0.1505,0.0481,0.1645,0.0278,0.1327,3.778,32.4837,0.2653,39.5139,0.0043,0.1541,7.5801,-7.3613,0.2189,5.6212,-1.5344,3.0922,518.9972,-10.1581,-3.0168,-6.5934,240.2071,0.5021,7.1556,0.1398,403.0301,410.2745,-2.0434,0.2918,5.913,1.8262,57.1923
ir_tbp_1_dft-py_1_dft-py_1_dft-co_1_dft-sh_1_smi1_1_s_1,13.8,0.0733,7.2499,69.48,0,0.018,0.138,0.0252,0.078,-0.12,0.3606,3.59,32.126,0.3837,32.6917,0.033,0.4502,6.128,-6.2009,-0.0729,6.154,0.561,1.3301,450.7906,-10.47,-1.6,-7.9574,194.0981,1.1892,5.593,0.1788,306.5829,299.3115,-3.3575,1.0078,7.1618,0.4468,42.64
