Reaction,Aryl SMILES,Catalyst Name,Base Name,Solvent Name,Yield
6277,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,sk-cc02-a,Cs2CO3,Toluene,0
6278,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-binap,Cs2CO3,Toluene,0
6279,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,empty,Cs2CO3,Toluene,0
6280,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,3g-oms-brettphos,Cs2CO3,t-AmOH,0
6281,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(p(tbu)3)2,Cs2CO3,t-AmOH,0
6282,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-binap,Cs2CO3,t-AmOH,0
6283,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,empty,Cs2CO3,t-AmOH,0
6284,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-xphos,Cs2CO3,t-AmOH,0
6285,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-catacxium-a,Cs2CO3,t-AmOH,0
6286,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,sk-cc02-a,Cs2CO3,"1,4-Dioxane",0
6287,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-binap,Cs2CO3,"1,4-Dioxane",0
6288,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,empty,Cs2CO3,"1,4-Dioxane",0
6289,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-bipyphos,Cs2CO3,"1,4-Dioxane",0
6290,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,sk-cc02-a,Na2CO3,t-AmOH,0
6291,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(p(tbu)3)2,Na2CO3,t-AmOH,0
6292,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,empty,Na2CO3,Toluene,0
6293,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-catacxium-a,Na2CO3,Toluene,0
6294,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-xphos,Na2CO3,Toluene,0
6295,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-bipyphos,Na2CO3,Toluene,0
6296,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,empty,Na2CO3,Toluene,0
6297,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,sk-cc02-a,Na2CO3,Toluene,0
6298,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(p(tbu)3)2,Na2CO3,Toluene,0
6299,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,empty,Cs2CO3,"1,4-Dioxane",0
6300,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-catacxium-a,Cs2CO3,"1,4-Dioxane",0
6301,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-xphos,Cs2CO3,"1,4-Dioxane",0
6302,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,empty,LiHMDS,t-AmOH,0
6303,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-binap,tAmOK,t-AmOH,0
6304,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,3g-oms-brettphos,Na2CO3,Toluene,0
6305,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,empty,LiHMDS,t-AmOH,0
6306,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,sk-cc02-a,LiOtBu,t-AmOH,0
6307,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-xphos,LiOtBu,t-AmOH,0
6308,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,empty,LiOtBu,Toluene,0
6309,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,empty,Cs2CO3,t-AmOH,0
6310,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,3g-oms-brettphos,tAmOK,Toluene,0
6311,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-xphos,LiOtBu,Toluene,0
6312,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,sk-cc02-a,Cs2CO3,t-AmOH,0
6313,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,3g-oms-brettphos,tAmOK,t-AmOH,0
6314,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(p(tbu)3)2,LiHMDS,t-AmOH,0
6315,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,3g-oms-brettphos,LiOtBu,t-AmOH,0
6316,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,3g-oms-brettphos,LiHMDS,Toluene,0
6317,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(p(tbu)3)2,LiOtBu,Toluene,0
6318,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-binap,Na2CO3,t-AmOH,0
6319,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,3g-oms-brettphos,Cs2CO3,"1,4-Dioxane",0
6320,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-binap,LiHMDS,"1,4-Dioxane",0
6321,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,3g-oms-brettphos,LiHMDS,t-AmOH,0
6322,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,3g-oms-brettphos,Cs2CO3,Toluene,0
6323,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-xphos,Cs2CO3,Toluene,0
6324,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-catacxium-a,LiOtBu,"1,4-Dioxane",0
6325,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,3g-oms-brettphos,Na2CO3,t-AmOH,0
6326,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,3g-oms-brettphos,Na2CO3,"1,4-Dioxane",0
6327,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-binap,tAmOK,Toluene,0
6328,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-bipyphos,tAmOK,"1,4-Dioxane",0
6329,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(p(tbu)3)2,tAmOK,t-AmOH,0
6330,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-catacxium-a,tAmOK,t-AmOH,0
6331,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-xphos,tAmOK,t-AmOH,0
6332,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,empty,tAmOK,Toluene,0
6333,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-bipyphos,Cs2CO3,t-AmOH,0
6334,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-catacxium-a,tAmOK,Toluene,0
6335,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-bipyphos,tAmOK,Toluene,0
6336,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-bipyphos,Cs2CO3,Toluene,0
6337,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-bipyphos,tAmOK,t-AmOH,0
6338,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-xphos,LiHMDS,t-AmOH,0
6339,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-binap,LiOtBu,t-AmOH,0
6340,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,empty,LiOtBu,t-AmOH,0
6341,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,empty,tAmOK,"1,4-Dioxane",0
6342,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-catacxium-a,LiOtBu,t-AmOH,0
6343,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-catacxium-a,LiHMDS,t-AmOH,0
6344,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-bipyphos,LiHMDS,t-AmOH,0
6345,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-binap,LiHMDS,t-AmOH,0
6346,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-xphos,tAmOK,Toluene,0
6347,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(p(tbu)3)2,Cs2CO3,Toluene,0
6348,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,3g-oms-brettphos,tAmOK,"1,4-Dioxane",0
6349,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,empty,tAmOK,t-AmOH,0
6350,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,pd(oac)2-binap,tAmOK,"1,4-Dioxane",0
6351,Fc1c(Cl)nc(N2CCOCC2)nc1Cl,sk-cc02-a,tAmOK,Toluene,0
6352,CCc1ccn2ccnc2c1Br,pd(oac)2-binap,Cs2CO3,THF,0
6353,CCc1ccn2ccnc2c1Br,sk-cc02-a,Cs2CO3,THF,0
6354,CCc1ccn2ccnc2c1Br,empty,Cs2CO3,t-AmOH,0
6355,CCc1ccn2ccnc2c1Br,pd(oac)2-catacxium-a,Cs2CO3,t-AmOH,0
6356,CCc1ccn2ccnc2c1Br,pd(oac)2-xphos,Cs2CO3,t-AmOH,0
6357,CCc1ccn2ccnc2c1Br,pd(oac)2-bipyphos,Cs2CO3,t-AmOH,0
6358,CCc1ccn2ccnc2c1Br,empty,Cs2CO3,t-AmOH,0
6359,CCc1ccn2ccnc2c1Br,pd(oac)2-binap,Cs2CO3,t-AmOH,0
6360,CCc1ccn2ccnc2c1Br,sk-cc02-a,Cs2CO3,t-AmOH,0
6361,CCc1ccn2ccnc2c1Br,pd(p(tbu)3)2,Cs2CO3,t-AmOH,0
6362,CCc1ccn2ccnc2c1Br,3g-oms-brettphos,Cs2CO3,t-AmOH,0
6363,CCc1ccn2ccnc2c1Br,empty,Cs2CO3,Toluene,0
6364,CCc1ccn2ccnc2c1Br,pd(oac)2-catacxium-a,Cs2CO3,Toluene,0
6365,CCc1ccn2ccnc2c1Br,pd(oac)2-xphos,Cs2CO3,Toluene,0
6366,CCc1ccn2ccnc2c1Br,sk-cc02-a,tAmOK,t-AmOH,0
6367,CCc1ccn2ccnc2c1Br,pd(p(tbu)3)2,tAmOK,t-AmOH,0
6368,CCc1ccn2ccnc2c1Br,3g-oms-brettphos,tAmOK,t-AmOH,0
6369,CCc1ccn2ccnc2c1Br,pd(p(tbu)3)2,Cs2CO3,THF,0
6370,CCc1ccn2ccnc2c1Br,3g-oms-brettphos,Cs2CO3,THF,0
6371,CCc1ccn2ccnc2c1Br,empty,tAmOK,Toluene,0
6372,CCc1ccn2ccnc2c1Br,pd(oac)2-catacxium-a,tAmOK,Toluene,0
6373,CCc1ccn2ccnc2c1Br,pd(oac)2-xphos,tAmOK,Toluene,0
6374,CCc1ccn2ccnc2c1Br,pd(oac)2-bipyphos,tAmOK,Toluene,0
6375,CCc1ccn2ccnc2c1Br,empty,tAmOK,Toluene,0
6376,CCc1ccn2ccnc2c1Br,pd(oac)2-binap,tAmOK,Toluene,0
6377,CCc1ccn2ccnc2c1Br,sk-cc02-a,tAmOK,Toluene,0
6378,CCc1ccn2ccnc2c1Br,pd(p(tbu)3)2,tAmOK,Toluene,0
6379,CCc1ccn2ccnc2c1Br,3g-oms-brettphos,tAmOK,Toluene,0
6380,CCc1ccn2ccnc2c1Br,empty,Cs2CO3,THF,0
6381,CCc1ccn2ccnc2c1Br,pd(oac)2-catacxium-a,Cs2CO3,THF,0
6382,CCc1ccn2ccnc2c1Br,pd(oac)2-xphos,Cs2CO3,THF,0
6383,CCc1ccn2ccnc2c1Br,pd(oac)2-bipyphos,Cs2CO3,THF,0
6384,CCc1ccn2ccnc2c1Br,empty,Cs2CO3,THF,0
6385,CCc1ccn2ccnc2c1Br,pd(oac)2-xphos,CsOPiv,t-AmOH,0
6386,CCc1ccn2ccnc2c1Br,pd(oac)2-bipyphos,CsOPiv,t-AmOH,0
6387,CCc1ccn2ccnc2c1Br,empty,CsOPiv,t-AmOH,0
6388,CCc1ccn2ccnc2c1Br,pd(oac)2-binap,CsOPiv,t-AmOH,0
6389,CCc1ccn2ccnc2c1Br,sk-cc02-a,CsOPiv,t-AmOH,0
6390,CCc1ccn2ccnc2c1Br,pd(p(tbu)3)2,CsOPiv,t-AmOH,0
6391,CCc1ccn2ccnc2c1Br,3g-oms-brettphos,CsOPiv,t-AmOH,0
6392,CCc1ccn2ccnc2c1Br,empty,CsOPiv,Toluene,0
6393,CCc1ccn2ccnc2c1Br,pd(oac)2-catacxium-a,CsOPiv,Toluene,0
6394,CCc1ccn2ccnc2c1Br,pd(oac)2-xphos,CsOPiv,Toluene,0
6395,CCc1ccn2ccnc2c1Br,pd(oac)2-bipyphos,CsOPiv,Toluene,0
6396,CCc1ccn2ccnc2c1Br,empty,CsOPiv,Toluene,0
6397,CCc1ccn2ccnc2c1Br,pd(oac)2-binap,CsOPiv,Toluene,0
6398,CCc1ccn2ccnc2c1Br,sk-cc02-a,CsOPiv,Toluene,0
6399,CCc1ccn2ccnc2c1Br,pd(p(tbu)3)2,CsOPiv,Toluene,0
6400,CCc1ccn2ccnc2c1Br,3g-oms-brettphos,CsOPiv,Toluene,0
6401,CCc1ccn2ccnc2c1Br,pd(oac)2-bipyphos,Cs2CO3,Toluene,0
6402,CCc1ccn2ccnc2c1Br,empty,Cs2CO3,Toluene,0
6403,CCc1ccn2ccnc2c1Br,pd(oac)2-binap,Cs2CO3,Toluene,0
6404,CCc1ccn2ccnc2c1Br,sk-cc02-a,Cs2CO3,Toluene,0
6405,CCc1ccn2ccnc2c1Br,pd(p(tbu)3)2,Cs2CO3,Toluene,0
6406,CCc1ccn2ccnc2c1Br,3g-oms-brettphos,Cs2CO3,Toluene,0
6407,CCc1ccn2ccnc2c1Br,sk-cc02-a,CsOPiv,THF,0
6408,CCc1ccn2ccnc2c1Br,empty,CsOPiv,THF,0
6409,CCc1ccn2ccnc2c1Br,pd(oac)2-catacxium-a,CsOPiv,THF,0
6410,CCc1ccn2ccnc2c1Br,pd(oac)2-xphos,CsOPiv,THF,0
6411,CCc1ccn2ccnc2c1Br,pd(oac)2-bipyphos,CsOPiv,THF,0
6412,CCc1ccn2ccnc2c1Br,empty,CsOPiv,THF,0
6413,CCc1ccn2ccnc2c1Br,pd(oac)2-binap,CsOPiv,THF,0
6414,CCc1ccn2ccnc2c1Br,pd(p(tbu)3)2,CsOPiv,THF,0
6415,CCc1ccn2ccnc2c1Br,3g-oms-brettphos,CsOPiv,THF,0
6416,CCc1ccn2ccnc2c1Br,empty,CsOPiv,t-AmOH,0
6417,CCc1ccn2ccnc2c1Br,pd(oac)2-catacxium-a,CsOPiv,t-AmOH,0
6418,CCc1ccn2ccnc2c1Br,empty,LiOtBu,Toluene,0
6419,CCc1ccn2ccnc2c1Br,pd(p(tbu)3)2,LiOtBu,Toluene,0
6420,CCc1ccn2ccnc2c1Br,pd(oac)2-catacxium-a,LiOtBu,Toluene,0
6421,CCc1ccn2ccnc2c1Br,pd(oac)2-xphos,LiOtBu,Toluene,0
6422,CCc1ccn2ccnc2c1Br,pd(oac)2-bipyphos,LiOtBu,Toluene,0
6423,CCc1ccn2ccnc2c1Br,empty,LiOtBu,Toluene,0
6424,CCc1ccn2ccnc2c1Br,pd(oac)2-binap,LiOtBu,Toluene,0
6425,CCc1ccn2ccnc2c1Br,sk-cc02-a,LiOtBu,Toluene,0
6426,CCc1ccn2ccnc2c1Br,3g-oms-brettphos,LiOtBu,Toluene,0
6427,CCc1ccn2ccnc2c1Br,empty,LiHMDS,THF,0
6428,CCc1ccn2ccnc2c1Br,pd(oac)2-catacxium-a,LiHMDS,THF,0
6429,CCc1ccn2ccnc2c1Br,empty,LiHMDS,THF,0
6430,CCc1ccn2ccnc2c1Br,pd(oac)2-bipyphos,LiHMDS,THF,0
6431,CCc1ccn2ccnc2c1Br,pd(oac)2-xphos,LiHMDS,THF,0
6432,CCc1ccn2ccnc2c1Br,pd(oac)2-xphos,LiOtBu,THF,0
6433,CCc1ccn2ccnc2c1Br,pd(oac)2-binap,LiHMDS,THF,0
6434,CCc1ccn2ccnc2c1Br,sk-cc02-a,LiHMDS,THF,0
6435,CCc1ccn2ccnc2c1Br,pd(p(tbu)3)2,LiHMDS,THF,0
6436,CCc1ccn2ccnc2c1Br,3g-oms-brettphos,LiHMDS,THF,0
6437,CCc1ccn2ccnc2c1Br,empty,LiOtBu,THF,0
6438,CCc1ccn2ccnc2c1Br,pd(oac)2-catacxium-a,LiOtBu,THF,0
6439,CCc1ccn2ccnc2c1Br,pd(oac)2-bipyphos,LiOtBu,THF,0
6440,CCc1ccn2ccnc2c1Br,empty,LiOtBu,THF,0
6441,CCc1ccn2ccnc2c1Br,pd(oac)2-binap,LiOtBu,THF,0
6442,CCc1ccn2ccnc2c1Br,sk-cc02-a,LiOtBu,THF,0
6443,CCc1ccn2ccnc2c1Br,pd(p(tbu)3)2,LiOtBu,THF,0
6444,CCc1ccn2ccnc2c1Br,3g-oms-brettphos,LiOtBu,THF,0
6445,CCc1ccn2ccnc2c1Br,sk-cc02-a,LiOtBu,t-AmOH,0
6446,CCc1ccn2ccnc2c1Br,empty,LiOtBu,t-AmOH,0
6447,CCc1ccn2ccnc2c1Br,pd(oac)2-catacxium-a,LiOtBu,t-AmOH,0
6448,CCc1ccn2ccnc2c1Br,pd(oac)2-xphos,LiOtBu,t-AmOH,0
6449,CCc1ccn2ccnc2c1Br,pd(oac)2-bipyphos,LiOtBu,t-AmOH,0
6450,CCc1ccn2ccnc2c1Br,empty,LiOtBu,t-AmOH,0
6451,CCc1ccn2ccnc2c1Br,pd(oac)2-binap,LiOtBu,t-AmOH,0
6452,CCc1ccn2ccnc2c1Br,pd(p(tbu)3)2,LiOtBu,t-AmOH,0
6453,CCc1ccn2ccnc2c1Br,3g-oms-brettphos,LiOtBu,t-AmOH,0
6454,CCc1ccn2ccnc2c1Br,3g-oms-brettphos,LiHMDS,Toluene,0
6455,CCc1ccn2ccnc2c1Br,empty,tAmOK,THF,0
6456,CCc1ccn2ccnc2c1Br,pd(p(tbu)3)2,tAmOK,THF,0
6457,CCc1ccn2ccnc2c1Br,pd(oac)2-catacxium-a,tAmOK,THF,0
6458,CCc1ccn2ccnc2c1Br,pd(oac)2-xphos,tAmOK,THF,0
6459,CCc1ccn2ccnc2c1Br,pd(oac)2-bipyphos,tAmOK,THF,0
6460,CCc1ccn2ccnc2c1Br,empty,tAmOK,THF,0
6461,CCc1ccn2ccnc2c1Br,pd(oac)2-binap,tAmOK,THF,0
6462,CCc1ccn2ccnc2c1Br,sk-cc02-a,tAmOK,THF,0
6463,CCc1ccn2ccnc2c1Br,3g-oms-brettphos,tAmOK,THF,0
6464,CCc1ccn2ccnc2c1Br,empty,tAmOK,t-AmOH,0
6465,CCc1ccn2ccnc2c1Br,pd(oac)2-catacxium-a,tAmOK,t-AmOH,0
6466,CCc1ccn2ccnc2c1Br,pd(oac)2-xphos,tAmOK,t-AmOH,0
6467,CCc1ccn2ccnc2c1Br,pd(oac)2-bipyphos,tAmOK,t-AmOH,0
6468,CCc1ccn2ccnc2c1Br,empty,tAmOK,t-AmOH,0
6469,CCc1ccn2ccnc2c1Br,pd(oac)2-xphos,LiHMDS,t-AmOH,0
6470,CCc1ccn2ccnc2c1Br,pd(oac)2-binap,tAmOK,t-AmOH,0
6471,CCc1ccn2ccnc2c1Br,empty,LiHMDS,t-AmOH,0
6472,CCc1ccn2ccnc2c1Br,pd(oac)2-catacxium-a,LiHMDS,t-AmOH,0
6473,CCc1ccn2ccnc2c1Br,pd(oac)2-bipyphos,LiHMDS,t-AmOH,0
6474,CCc1ccn2ccnc2c1Br,empty,LiHMDS,t-AmOH,0
6475,CCc1ccn2ccnc2c1Br,pd(oac)2-binap,LiHMDS,t-AmOH,0
6476,CCc1ccn2ccnc2c1Br,sk-cc02-a,LiHMDS,t-AmOH,0
6477,CCc1ccn2ccnc2c1Br,pd(p(tbu)3)2,LiHMDS,t-AmOH,0
6478,CCc1ccn2ccnc2c1Br,3g-oms-brettphos,LiHMDS,t-AmOH,0
6479,CCc1ccn2ccnc2c1Br,sk-cc02-a,LiHMDS,Toluene,0
6480,CCc1ccn2ccnc2c1Br,empty,LiHMDS,Toluene,0
6481,CCc1ccn2ccnc2c1Br,pd(oac)2-catacxium-a,LiHMDS,Toluene,0
6482,CCc1ccn2ccnc2c1Br,pd(oac)2-xphos,LiHMDS,Toluene,0
6483,CCc1ccn2ccnc2c1Br,pd(oac)2-bipyphos,LiHMDS,Toluene,0
6484,CCc1ccn2ccnc2c1Br,empty,LiHMDS,Toluene,0
6485,CCc1ccn2ccnc2c1Br,pd(oac)2-binap,LiHMDS,Toluene,0
6486,CCc1ccn2ccnc2c1Br,pd(p(tbu)3)2,LiHMDS,Toluene,0
6487,CCc1ccn2ccnc2c1Br,pd(oac)2-binap,LiHMDS,THF,0
6488,CCc1ccn2ccnc2c1Br,empty,Cs2CO3,Toluene,0
6489,CCc1ccn2ccnc2c1Br,pd(oac)2-bipyphos,Cs2CO3,Toluene,0
6490,CCc1ccn2ccnc2c1Br,pd(oac)2-xphos,Cs2CO3,Toluene,0
6491,CCc1ccn2ccnc2c1Br,pd(oac)2-catacxium-a,Cs2CO3,Toluene,0
6492,CCc1ccn2ccnc2c1Br,empty,Cs2CO3,Toluene,0
6493,CCc1ccn2ccnc2c1Br,pd(p(tbu)3)2,LiHMDS,Toluene,0
6494,CCc1ccn2ccnc2c1Br,pd(p(tbu)3)2,Cs2CO3,t-AmOH,0
6495,CCc1ccn2ccnc2c1Br,sk-cc02-a,Cs2CO3,t-AmOH,0
6496,CCc1ccn2ccnc2c1Br,sk-cc02-a,LiOtBu,t-AmOH,0
6497,CCc1ccn2ccnc2c1Br,pd(p(tbu)3)2,LiOtBu,t-AmOH,0
6498,CCc1ccn2ccnc2c1Br,sk-cc02-a,LiOtBu,Toluene,0
6499,CCc1ccn2ccnc2c1Br,empty,LiOtBu,Toluene,0
6500,CCc1ccn2ccnc2c1Br,pd(oac)2-catacxium-a,LiOtBu,Toluene,0
6501,CCc1ccn2ccnc2c1Br,pd(oac)2-xphos,LiOtBu,Toluene,0
6502,CCc1ccn2ccnc2c1Br,pd(oac)2-bipyphos,LiOtBu,Toluene,0
6503,CCc1ccn2ccnc2c1Br,empty,LiOtBu,Toluene,0
6504,CCc1ccn2ccnc2c1Br,pd(oac)2-binap,LiOtBu,Toluene,0
6505,CCc1ccn2ccnc2c1Br,pd(p(tbu)3)2,LiOtBu,Toluene,0
6506,CCc1ccn2ccnc2c1Br,sk-cc02-a,LiHMDS,t-AmOH,0
6507,CCc1ccn2ccnc2c1Br,pd(p(tbu)3)2,LiHMDS,t-AmOH,0
6508,CCc1ccn2ccnc2c1Br,empty,LiHMDS,Toluene,0
6509,CCc1ccn2ccnc2c1Br,pd(oac)2-catacxium-a,LiHMDS,Toluene,0
6510,CCc1ccn2ccnc2c1Br,pd(oac)2-xphos,LiHMDS,Toluene,0
6511,CCc1ccn2ccnc2c1Br,pd(oac)2-bipyphos,LiHMDS,Toluene,0
6512,CCc1ccn2ccnc2c1Br,empty,tAmOK,Toluene,0
6513,CCc1ccn2ccnc2c1Br,empty,LiHMDS,Toluene,0
6514,CCc1ccn2ccnc2c1Br,pd(oac)2-binap,LiHMDS,Toluene,0
6515,CCc1ccn2ccnc2c1Br,sk-cc02-a,LiHMDS,Toluene,0
6516,CCc1ccn2ccnc2c1Br,pd(oac)2-catacxium-a,tAmOK,Toluene,0
6517,CCc1ccn2ccnc2c1Br,pd(oac)2-bipyphos,tAmOK,Toluene,0
6518,CCc1ccn2ccnc2c1Br,empty,tAmOK,Toluene,0
6519,CCc1ccn2ccnc2c1Br,pd(oac)2-bipyphos,Cs2CO3,THF,0
6520,CCc1ccn2ccnc2c1Br,empty,Cs2CO3,t-AmOH,0
6521,CCc1ccn2ccnc2c1Br,sk-cc02-a,Cs2CO3,THF,0
6522,Brc1ccccn1,ni(p(ph)3)2br2,CsOPiv,Toluene,0
6523,Brc1ccccn1,ni(p(ph)3)2br2,P2-t-Bu,Toluene,0
6524,Brc1ccccn1,ni(p(ph)3)2br2,DIPEA,Toluene,0
6525,Brc1ccccn1,ni(p(ph)3)2br2,Cs2CO3,Toluene,0
6526,Cc1cc(C)c(CN2CCc3ccc(OS(=O)(=O)C(F)(F)F)c(Cl)c3C2=O)c(OCc2ccccc2)n1,pd(oac)2-t-budavephos,Cs2CO3,THF,0
6527,Cc1cc(C)c(CN2CCc3ccc(OS(=O)(=O)C(F)(F)F)c(Cl)c3C2=O)c(OCc2ccccc2)n1,pd(oac)2-xphos,Cs2CO3,THF,0
6528,Cc1cc(C)c(CN2CCc3ccc(OS(=O)(=O)C(F)(F)F)c(Cl)c3C2=O)c(OCc2ccccc2)n1,pd(oac)2-binap,Cs2CO3,THF,0
6529,Cc1cc(C)c(CN2CCc3ccc(OS(=O)(=O)C(F)(F)F)c(Cl)c3C2=O)c(OCc2ccccc2)n1,sk-cc02-a,Cs2CO3,THF,0
6530,Cc1cc(C)c(CN2CCc3ccc(OS(=O)(=O)C(F)(F)F)c(Cl)c3C2=O)c(OCc2ccccc2)n1,pd(oac)2-t-budavephos,Cs2CO3,Toluene,0
6531,Cc1cc(C)c(CN2CCc3ccc(OS(=O)(=O)C(F)(F)F)c(Cl)c3C2=O)c(OCc2ccccc2)n1,pd(oac)2-xphos,Cs2CO3,Toluene,0
6532,Cc1cc(C)c(CN2CCc3ccc(OS(=O)(=O)C(F)(F)F)c(Cl)c3C2=O)c(OCc2ccccc2)n1,pd(oac)2-binap,Cs2CO3,Toluene,0
6533,O=C1OCCn2c1ccc(Br)c2=O,pd(oac)2-binap,K3PO4,"1,4-Dioxane",0
6534,O=C1OCCn2c1ccc(Br)c2=O,sk-cc02-a,K3PO4,"1,4-Dioxane",0
6535,O=C1OCCn2c1ccc(Br)c2=O,pd(p(tbu)3)2,K3PO4,"1,4-Dioxane",0
6536,O=C1OCCn2c1ccc(Br)c2=O,pd(qphos)2,K3PO4,"1,4-Dioxane",0
6537,O=C1OCCn2c1ccc(Br)c2=O,xantphos-pd-g4,K3PO4,"1,4-Dioxane",0
6538,O=C1OCCn2c1ccc(Br)c2=O,empty,K3PO4,t-AmOH,0
6539,O=C1OCCn2c1ccc(Br)c2=O,pd(oac)2-catacxium-a,K3PO4,t-AmOH,0
6540,O=C1OCCn2c1ccc(Br)c2=O,pd(oac)2-xphos,K3PO4,t-AmOH,0
6541,O=C1OCCn2c1ccc(Br)c2=O,pd(oac)2-bipyphos,K3PO4,t-AmOH,0
6542,O=C1OCCn2c1ccc(Br)c2=O,pd(oac)2-binap,K3PO4,t-AmOH,0
6543,O=C1OCCn2c1ccc(Br)c2=O,empty,Cs2CO3,Toluene,0
6544,O=C1OCCn2c1ccc(Br)c2=O,pd(oac)2-catacxium-a,Cs2CO3,Toluene,0
6545,O=C1OCCn2c1ccc(Br)c2=O,pd(oac)2-xphos,Cs2CO3,Toluene,0
6546,O=C1OCCn2c1ccc(Br)c2=O,pd(oac)2-bipyphos,Cs2CO3,Toluene,0
6547,O=C1OCCn2c1ccc(Br)c2=O,pd(oac)2-binap,Cs2CO3,Toluene,0
6548,O=C1OCCn2c1ccc(Br)c2=O,sk-cc02-a,Cs2CO3,Toluene,0
6549,O=C1OCCn2c1ccc(Br)c2=O,pd(p(tbu)3)2,Cs2CO3,Toluene,0
6550,O=C1OCCn2c1ccc(Br)c2=O,pd(qphos)2,Cs2CO3,Toluene,0
6551,O=C1OCCn2c1ccc(Br)c2=O,xantphos-pd-g4,Cs2CO3,Toluene,0
